policy_id,age,gender,marital_status,education,occupation,region,driving_experience_years,previous_accidents,traffic_violations,vehicle_year,vehicle_age,vehicle_make,vehicle_type,fuel_type,annual_mileage,engine_cc,coverage_type,annual_premium,deductible,policy_duration_years,multi_policy,credit_score,annual_income,num_dependents,claim_filed
4147,41,Female,Divorced,PhD,Student,Suburban,23,0,0,2020,4,Mercedes,Hatchback,Electric,12005,1200,Comprehensive,2411.57,1500,9,0,504,126962,0,0
4148,65,Female,Married,Bachelor,Student,Rural,45,0,1,2020,4,Honda,Pickup,Electric,20766,3500,Basic,722.29,2000,4,1,412,66759,2,0
4149,19,Male,Married,None,Student,Rural,0,1,1,2011,13,Volkswagen,SUV,Hybrid,25555,1500,Basic,1863.03,500,3,1,429,171618,0,1
4150,39,Male,Single,None,Self-Employed,Suburban,16,2,0,2024,0,Nissan,Minivan,Petrol,19612,2000,Basic,503.35,250,7,0,381,48464,0,0
4151,18,Male,Widowed,High School,Self-Employed,Suburban,0,0,0,2008,16,Hyundai,Minivan,Hybrid,28405,1500,Comprehensive,1047.87,2000,8,1,663,180827,0,0
4152,69,Male,Married,High School,Unemployed,Rural,46,0,1,2012,12,Hyundai,Hatchback,Diesel,12552,1200,Basic,2640.59,1000,9,1,480,120400,2,1
4153,52,Female,Single,Master,Retired,Rural,31,1,0,2007,17,Volkswagen,Minivan,Diesel,9843,2000,Basic,429.46,500,2,0,696,197152,2,0
4154,30,Male,Married,Master,Student,Rural,7,0,3,2009,15,Toyota,Pickup,Diesel,8687,1500,Basic,716.92,2000,10,0,599,195188,0,0
4155,70,Male,Single,Master,Self-Employed,Urban,51,0,1,2014,10,Honda,Hatchback,Diesel,20062,1800,Standard,1263.36,1000,13,0,668,80139,2,0
4156,35,Male,Divorced,Master,Student,Suburban,13,0,0,2014,10,Audi,SUV,Hybrid,26579,1200,Standard,1185.37,2000,9,0,829,47332,1,1
4157,35,Female,Divorced,Bachelor,Self-Employed,Suburban,12,0,0,2019,5,Ford,Sedan,Diesel,28682,1800,Comprehensive,1107.77,1500,2,0,833,121958,0,1
4158,71,Female,Single,None,Retired,Urban,48,0,0,2013,11,Ford,Hatchback,Petrol,32846,1500,Standard,2076.2,2000,8,1,680,169159,0,1
4159,55,Female,Married,High School,Unemployed,Rural,35,1,1,2008,16,Hyundai,Hatchback,Diesel,23186,3000,Standard,2364.42,2000,11,1,657,189701,0,1
4160,42,Female,Married,PhD,Student,Suburban,24,0,1,2008,16,Chevrolet,Pickup,Petrol,32454,1500,Comprehensive,2173,1500,6,0,578,147341,3,1
4161,53,Female,Married,None,Retired,Urban,35,0,0,2017,7,Mercedes,Minivan,Electric,26607,1500,Standard,1449.12,500,14,0,364,152221,1,1
4162,39,Female,Divorced,None,Employed,Rural,16,1,0,2012,12,Nissan,Sedan,Electric,27030,1500,Standard,1195.28,500,3,1,324,69166,0,0
4163,62,Male,Single,None,Unemployed,Rural,42,1,1,2010,14,BMW,Minivan,Electric,29938,1800,Comprehensive,880.54,1500,15,1,542,146468,2,0
4164,21,Female,Married,PhD,Retired,Suburban,0,0,0,2006,18,Honda,Minivan,Petrol,26015,1000,Standard,2664.6,2000,14,0,386,125779,2,0
4165,33,Female,Widowed,Master,Employed,Suburban,12,0,0,2009,15,Hyundai,SUV,Petrol,5412,2000,Standard,2572.52,2000,11,1,340,78225,2,0
4166,57,Male,Divorced,Master,Employed,Urban,36,0,3,2016,8,Toyota,SUV,Electric,13952,1500,Comprehensive,638.21,500,12,0,624,151284,2,0
4167,63,Male,Married,Master,Retired,Urban,44,2,0,2013,11,Toyota,Sedan,Diesel,23214,2000,Standard,1247.82,2000,13,1,362,117926,2,1
4168,19,Female,Widowed,Bachelor,Unemployed,Suburban,0,0,0,2022,2,Chevrolet,Minivan,Diesel,33283,1500,Basic,1784.42,2000,2,1,769,82407,1,0
4169,36,Male,Single,PhD,Student,Urban,15,0,0,2020,4,Mercedes,SUV,Diesel,31414,1000,Comprehensive,489.79,500,2,1,301,191699,2,1
4170,24,Male,Married,High School,Self-Employed,Rural,5,0,0,2006,18,Audi,Minivan,Hybrid,7708,1800,Basic,2541.41,500,14,1,477,158826,2,1
4171,57,Male,Married,None,Retired,Urban,39,2,1,2009,15,Volkswagen,Minivan,Diesel,7446,2000,Basic,2448.23,1000,13,0,399,30580,2,0
4172,29,Male,Divorced,None,Employed,Suburban,10,0,1,2013,11,Hyundai,SUV,Electric,11000,2000,Basic,1309.66,2000,12,0,372,175253,2,1
4173,74,Male,Single,Master,Self-Employed,Suburban,56,0,0,2007,17,Nissan,Minivan,Electric,15034,2000,Comprehensive,1111.32,2000,12,0,808,108005,1,1
4174,20,Female,Divorced,Master,Unemployed,Suburban,0,0,0,2014,10,Volkswagen,Hatchback,Petrol,20561,1200,Comprehensive,858.48,500,15,1,410,175533,0,1
4175,50,Female,Divorced,None,Self-Employed,Suburban,29,1,0,2007,17,Mercedes,Coupe,Petrol,22216,1200,Basic,2431.06,500,4,0,512,52162,2,0
4176,23,Male,Single,High School,Self-Employed,Urban,2,1,0,2014,10,Chevrolet,SUV,Electric,28377,1800,Basic,2291.2,250,12,1,570,94995,0,1
4177,47,Male,Married,High School,Unemployed,Rural,27,0,0,2024,0,Nissan,Sedan,Hybrid,21757,1800,Standard,1676.92,1000,4,1,395,138085,1,0
4178,33,Female,Single,Bachelor,Unemployed,Urban,11,0,0,2008,16,Ford,Pickup,Petrol,24715,1800,Basic,2810.6,2000,13,1,570,121741,1,1
4179,51,Male,Widowed,Master,Self-Employed,Urban,31,0,0,2017,7,BMW,SUV,Electric,29041,2000,Comprehensive,1300.65,2000,15,0,314,66346,1,1
4180,71,Male,Divorced,Master,Retired,Suburban,49,1,1,2021,3,Honda,Minivan,Electric,27778,2500,Basic,741.77,250,9,0,826,166151,4,1
4181,75,Male,Divorced,PhD,Employed,Urban,54,1,2,2013,11,Honda,Coupe,Diesel,27033,2000,Comprehensive,1035.74,2000,11,0,728,70845,4,1
4182,64,Male,Widowed,Bachelor,Employed,Urban,44,1,0,2006,18,Audi,Hatchback,Petrol,26855,1500,Standard,1928.21,2000,6,1,565,194984,2,0
4183,42,Male,Divorced,High School,Retired,Urban,19,0,0,2011,13,BMW,Hatchback,Petrol,9016,1800,Basic,883.38,250,4,0,525,139420,0,1
4184,52,Female,Divorced,None,Unemployed,Rural,30,2,0,2020,4,Mercedes,Minivan,Electric,22254,1500,Basic,2617.57,1000,13,0,809,113098,2,0
4185,69,Female,Divorced,None,Unemployed,Suburban,46,0,0,2014,10,Toyota,Sedan,Petrol,30177,2000,Comprehensive,512.12,500,8,0,574,137132,4,0
4186,43,Male,Single,PhD,Self-Employed,Urban,23,0,1,2007,17,Hyundai,Pickup,Electric,33380,2500,Standard,1183.88,250,4,1,563,171972,0,1
4187,71,Female,Divorced,Master,Self-Employed,Rural,48,2,0,2010,14,Mercedes,Minivan,Diesel,14491,2000,Basic,519.94,2000,3,1,401,28187,3,1
4188,72,Female,Divorced,Bachelor,Unemployed,Rural,54,0,5,2006,18,Mercedes,Pickup,Diesel,32269,2000,Standard,860.31,1000,5,1,740,185971,2,0
4189,47,Male,Divorced,PhD,Student,Urban,26,0,1,2005,19,Honda,SUV,Petrol,5715,1200,Basic,486.58,2000,14,0,337,18986,2,0
4190,64,Female,Married,Bachelor,Retired,Urban,43,0,2,2024,0,Mercedes,Pickup,Petrol,10850,1800,Comprehensive,1397.2,500,7,1,641,126487,1,0
4191,72,Female,Single,Master,Student,Rural,49,0,0,2023,1,Mercedes,Hatchback,Diesel,21985,1800,Comprehensive,728.27,250,15,0,508,179102,2,0
4192,20,Male,Married,PhD,Self-Employed,Suburban,0,0,1,2019,5,Ford,Coupe,Hybrid,9935,1500,Comprehensive,2612.23,500,13,1,610,123441,2,1
4193,70,Female,Single,Master,Retired,Urban,49,0,0,2011,13,Audi,SUV,Petrol,34927,1500,Basic,962.74,1500,1,1,504,183755,1,1
4194,42,Male,Married,None,Employed,Suburban,22,1,0,2010,14,Nissan,Coupe,Petrol,21153,1200,Comprehensive,916,250,5,0,597,144193,2,0
4195,23,Female,Single,Bachelor,Self-Employed,Suburban,3,0,1,2024,0,BMW,SUV,Electric,21135,1500,Standard,2759.24,1000,6,0,660,185962,2,0
4196,28,Male,Widowed,PhD,Self-Employed,Urban,8,3,1,2013,11,Hyundai,SUV,Petrol,12374,1800,Standard,574.76,1000,7,1,836,136386,2,0
4197,57,Female,Single,Bachelor,Unemployed,Suburban,37,0,0,2016,8,Nissan,Minivan,Petrol,24986,2000,Basic,2307.53,250,10,1,742,133999,3,0
4198,24,Female,Married,Master,Student,Rural,4,0,1,2011,13,Mercedes,Pickup,Electric,23346,1500,Comprehensive,2741.15,2000,11,1,365,25134,1,0
4199,44,Female,Married,None,Retired,Suburban,21,0,1,2015,9,Mercedes,SUV,Petrol,29234,1000,Basic,306.62,1000,7,1,749,79292,2,0
4200,68,Male,Married,PhD,Retired,Suburban,45,1,1,2024,0,Audi,SUV,Diesel,31988,1200,Basic,1954.22,2000,14,0,423,108223,0,0
4201,73,Male,Single,Master,Employed,Suburban,52,1,0,2011,13,Mercedes,SUV,Petrol,23678,1500,Standard,2305.3,1500,5,0,729,91326,2,1
4202,43,Male,Divorced,Bachelor,Employed,Suburban,24,0,0,2013,11,Honda,Sedan,Electric,19079,1200,Comprehensive,2468.66,1000,13,1,404,53993,3,1
4203,35,Male,Single,Master,Retired,Urban,15,4,1,2023,1,Mercedes,Pickup,Hybrid,14355,1800,Standard,587.19,1000,6,1,677,70707,0,1
4204,59,Female,Divorced,PhD,Employed,Suburban,38,2,0,2022,2,BMW,Sedan,Diesel,13408,1800,Comprehensive,1265.23,250,8,0,478,168745,2,0
4205,39,Male,Single,Master,Student,Urban,16,0,0,2022,2,Audi,Pickup,Electric,16963,3000,Standard,1837.31,2000,5,0,493,160242,2,1
4206,53,Female,Divorced,PhD,Unemployed,Rural,31,1,2,2015,9,Volkswagen,Coupe,Diesel,6659,3000,Comprehensive,2862.08,500,6,0,819,133092,1,0
4207,67,Female,Widowed,PhD,Student,Urban,44,0,1,2022,2,Mercedes,Sedan,Hybrid,8266,2500,Standard,1958.3,1500,9,1,382,171721,3,0
4208,18,Female,Widowed,Master,Employed,Suburban,0,0,1,2015,9,Toyota,Coupe,Diesel,29768,1500,Standard,377.5,1500,15,1,617,169089,2,1
4209,33,Female,Married,PhD,Employed,Urban,10,0,1,2009,15,Honda,Coupe,Diesel,24893,1000,Standard,1156.53,1500,7,0,598,154335,1,1
4210,55,Male,Divorced,None,Retired,Urban,32,2,0,2012,12,Mercedes,Sedan,Diesel,7600,1800,Basic,2675.99,250,7,0,574,150537,4,1
4211,50,Female,Married,Master,Employed,Suburban,31,0,1,2018,6,Chevrolet,Minivan,Electric,8106,2000,Basic,985.21,2000,6,0,776,32413,0,0
4212,39,Female,Divorced,Master,Unemployed,Suburban,21,0,2,2013,11,Nissan,Hatchback,Diesel,30993,2000,Comprehensive,1676.45,2000,13,0,537,196899,0,0
4213,69,Female,Divorced,None,Unemployed,Urban,46,0,1,2015,9,Nissan,Sedan,Diesel,11995,2000,Comprehensive,2132.11,1500,8,0,773,172127,1,1
4214,18,Female,Single,Master,Unemployed,Rural,0,0,0,2017,7,BMW,Sedan,Diesel,31086,2500,Standard,2870.01,250,13,1,748,126392,2,1
4215,48,Male,Married,None,Employed,Rural,26,0,1,2021,3,Hyundai,Hatchback,Diesel,14048,1000,Basic,2392.25,500,8,0,388,111447,0,1
4216,50,Female,Single,PhD,Retired,Suburban,32,0,3,2013,11,Mercedes,Minivan,Electric,9912,1000,Comprehensive,1724.62,1000,9,0,681,92516,2,0
4217,61,Male,Single,None,Unemployed,Suburban,43,3,1,2005,19,Hyundai,SUV,Diesel,15894,3500,Basic,360.33,500,8,0,354,153507,3,1
4218,34,Female,Divorced,Master,Retired,Rural,16,0,2,2013,11,Mercedes,Minivan,Hybrid,21800,1000,Basic,1085.34,1500,1,0,720,184568,1,0
4219,26,Female,Single,High School,Unemployed,Rural,8,2,1,2008,16,Mercedes,Hatchback,Petrol,33595,1800,Standard,334.92,2000,3,1,383,92581,2,1
4220,43,Female,Widowed,Master,Unemployed,Suburban,20,0,1,2020,4,Toyota,Coupe,Hybrid,28541,1500,Standard,1170.36,1000,10,0,356,20532,2,0
4221,19,Female,Married,Master,Employed,Urban,0,1,0,2021,3,Mercedes,SUV,Petrol,15003,1800,Standard,1718.1,2000,1,0,328,136283,0,1
4222,29,Male,Single,Bachelor,Self-Employed,Urban,8,0,1,2007,17,Audi,Sedan,Electric,21760,1800,Standard,1618.43,500,13,1,734,198117,1,0
4223,36,Female,Divorced,PhD,Unemployed,Urban,18,1,0,2024,0,Toyota,Coupe,Electric,34017,2500,Basic,1769.19,1000,4,1,687,113876,0,0
4224,37,Female,Widowed,None,Retired,Urban,15,0,0,2009,15,Audi,Hatchback,Hybrid,14423,1000,Standard,1509.23,500,15,1,694,16346,3,0
4225,41,Female,Married,None,Unemployed,Urban,23,0,2,2013,11,Volkswagen,Sedan,Electric,7476,1200,Standard,2865.58,250,5,1,668,44762,0,0
4226,55,Female,Widowed,Bachelor,Unemployed,Suburban,33,0,2,2016,8,Volkswagen,Pickup,Hybrid,28704,1500,Comprehensive,589.33,500,4,0,730,107735,2,0
4227,29,Female,Divorced,Master,Self-Employed,Rural,11,0,2,2013,11,Ford,Sedan,Electric,24575,1500,Basic,2941.38,1500,10,1,777,190687,3,1
4228,40,Male,Widowed,None,Retired,Rural,20,0,0,2017,7,Ford,Hatchback,Diesel,31027,2500,Comprehensive,1569.76,250,7,1,564,82163,0,0
4229,56,Female,Widowed,Bachelor,Retired,Suburban,34,0,0,2011,13,Nissan,Hatchback,Electric,33554,1200,Basic,2697.47,250,15,0,328,76530,0,0
4230,62,Female,Married,High School,Unemployed,Suburban,41,2,0,2005,19,Hyundai,Pickup,Electric,25794,1200,Standard,1834.48,1000,14,0,364,27401,1,0
4231,35,Female,Widowed,PhD,Self-Employed,Suburban,14,0,3,2017,7,Toyota,Pickup,Electric,9378,1000,Basic,711.07,500,11,1,838,111653,4,0
4232,53,Female,Single,PhD,Retired,Rural,32,1,1,2020,4,Mercedes,Sedan,Petrol,23281,1000,Standard,1705.72,250,4,0,370,16111,0,0
4233,23,Female,Divorced,None,Self-Employed,Urban,2,0,2,2018,6,Chevrolet,Pickup,Electric,19683,3000,Standard,862.97,500,11,0,574,39578,0,0
4234,20,Male,Widowed,Bachelor,Unemployed,Rural,0,0,1,2023,1,Chevrolet,SUV,Diesel,30444,2000,Standard,1782.25,1500,2,1,810,97114,2,1
4235,50,Male,Single,Bachelor,Employed,Suburban,27,0,0,2024,0,Nissan,Coupe,Diesel,22213,1500,Comprehensive,2432.05,1000,3,0,497,106267,1,0
4236,40,Male,Divorced,High School,Unemployed,Urban,19,1,2,2013,11,Honda,Sedan,Hybrid,20879,1500,Standard,1698.05,2000,13,0,581,114704,0,1
4237,36,Male,Single,High School,Employed,Suburban,14,2,0,2021,3,Honda,SUV,Electric,24168,1500,Basic,1271.44,1000,11,0,607,92206,0,0
4238,19,Female,Widowed,High School,Retired,Rural,0,3,1,2013,11,Audi,Hatchback,Hybrid,24248,1500,Standard,932.63,500,1,1,702,125753,1,1
4239,27,Male,Widowed,None,Self-Employed,Urban,5,0,0,2016,8,Toyota,SUV,Electric,32629,2000,Basic,706.08,2000,13,1,738,158989,4,0
4240,68,Female,Married,PhD,Unemployed,Rural,48,2,1,2018,6,Volkswagen,Coupe,Petrol,24814,1800,Standard,1048.51,2000,13,1,585,188966,1,1
4241,41,Male,Married,None,Retired,Suburban,18,0,0,2009,15,Ford,Minivan,Hybrid,33857,1000,Basic,1840.56,500,13,1,755,77367,1,0
4242,69,Male,Married,Bachelor,Retired,Rural,51,0,2,2010,14,Ford,Pickup,Petrol,23832,1800,Comprehensive,1573.48,250,4,0,312,100620,3,0
4243,25,Male,Married,High School,Retired,Urban,2,0,0,2020,4,Hyundai,SUV,Petrol,10090,1800,Standard,2286.37,1000,4,0,384,110711,2,1
4244,34,Female,Divorced,Master,Employed,Rural,13,1,0,2007,17,Chevrolet,Coupe,Hybrid,21999,2000,Basic,433.84,1500,6,0,643,145103,1,0
4245,30,Female,Divorced,None,Self-Employed,Rural,7,1,0,2017,7,Nissan,Sedan,Petrol,32929,1800,Basic,322.13,1500,13,0,399,161517,3,0
4246,62,Female,Married,Master,Self-Employed,Rural,43,0,1,2005,19,Nissan,Coupe,Hybrid,29872,2500,Basic,1967.3,1000,11,0,478,35733,3,0
4247,55,Male,Divorced,Master,Unemployed,Suburban,37,0,0,2016,8,Nissan,Pickup,Hybrid,26805,2500,Comprehensive,2164.36,2000,9,1,705,20471,2,0
4248,57,Male,Divorced,Master,Self-Employed,Suburban,36,2,1,2007,17,Chevrolet,Minivan,Hybrid,6174,1800,Basic,2428.9,500,11,0,739,127822,2,1
4249,20,Male,Single,Master,Unemployed,Urban,0,2,0,2014,10,BMW,Sedan,Electric,24879,1500,Standard,351.04,1000,1,1,327,79752,1,0
4250,70,Male,Widowed,High School,Retired,Rural,52,0,0,2022,2,Ford,SUV,Diesel,22889,2000,Basic,2524.6,2000,11,0,311,121033,1,0
4251,28,Female,Divorced,None,Employed,Rural,7,0,0,2017,7,Honda,SUV,Electric,10463,2000,Basic,2043.32,500,7,0,709,129828,0,0
4252,44,Male,Divorced,Bachelor,Unemployed,Rural,24,0,0,2014,10,Audi,Minivan,Petrol,25950,1500,Standard,2243.04,250,4,0,508,132882,0,0
4253,72,Female,Divorced,Bachelor,Unemployed,Rural,52,1,0,2016,8,Audi,SUV,Petrol,28558,1500,Comprehensive,2856.19,250,13,1,618,138716,3,1
4254,30,Male,Married,Bachelor,Student,Suburban,10,0,0,2015,9,Mercedes,Pickup,Petrol,9646,1800,Standard,1998.61,500,10,0,510,50302,0,0
4255,45,Male,Single,High School,Employed,Urban,25,1,0,2022,2,BMW,Pickup,Electric,33236,1500,Standard,1672.94,500,11,1,436,71738,0,0
4256,53,Female,Single,None,Unemployed,Rural,35,0,1,2017,7,BMW,Hatchback,Petrol,9670,2500,Standard,315.53,500,2,0,563,23436,0,1
4257,55,Male,Divorced,None,Self-Employed,Urban,35,0,0,2005,19,Honda,Coupe,Petrol,30863,3500,Standard,1067.39,500,15,0,578,157617,2,0
4258,29,Male,Divorced,None,Unemployed,Rural,8,0,1,2005,19,Toyota,Minivan,Diesel,19239,1800,Comprehensive,1547.33,250,1,1,494,85468,2,1
4259,18,Male,Married,PhD,Employed,Urban,0,0,0,2017,7,Mercedes,Pickup,Electric,17459,2000,Standard,554.67,2000,7,0,381,29061,1,1
4260,67,Female,Widowed,Bachelor,Retired,Urban,44,0,0,2021,3,Mercedes,Sedan,Hybrid,8099,1500,Comprehensive,2180.13,1000,15,1,745,23520,3,0
4261,22,Female,Widowed,Master,Employed,Urban,3,3,2,2019,5,Chevrolet,Minivan,Diesel,18306,2000,Basic,1186.33,2000,5,0,549,44070,2,0
4262,43,Female,Widowed,Bachelor,Unemployed,Rural,24,0,2,2018,6,BMW,Minivan,Petrol,7355,1800,Comprehensive,1099.86,1000,14,0,465,110899,3,0
4263,32,Male,Married,None,Retired,Suburban,13,0,2,2006,18,BMW,Hatchback,Diesel,30356,1800,Standard,1516.31,500,10,0,310,113354,4,1
4264,28,Female,Married,Master,Retired,Urban,9,0,5,2007,17,Honda,SUV,Diesel,19837,2500,Basic,1048.4,250,8,1,766,163048,3,1
4265,73,Female,Divorced,Bachelor,Self-Employed,Urban,53,1,0,2024,0,Nissan,Minivan,Electric,26957,2000,Standard,1144.25,500,12,1,524,16001,1,1
4266,64,Male,Single,None,Self-Employed,Urban,42,0,1,2019,5,Ford,Pickup,Hybrid,31228,1800,Comprehensive,1596.19,2000,9,1,712,24304,1,1
4267,46,Female,Married,None,Unemployed,Urban,26,1,2,2018,6,BMW,Hatchback,Electric,28021,2000,Basic,690.92,250,10,1,659,116539,1,0
4268,52,Male,Single,PhD,Unemployed,Urban,30,1,0,2021,3,Nissan,Minivan,Electric,7689,1500,Comprehensive,572.84,1500,6,1,378,122327,2,1
4269,27,Male,Single,Master,Employed,Suburban,9,0,0,2021,3,Honda,SUV,Hybrid,6426,1200,Comprehensive,2930.36,2000,12,0,357,19480,4,0
4270,28,Male,Married,Master,Student,Suburban,8,2,1,2014,10,Volkswagen,Coupe,Electric,27287,2000,Standard,2296.89,1000,2,1,814,29281,3,1
4271,26,Male,Single,None,Student,Urban,4,1,1,2011,13,Hyundai,Coupe,Hybrid,25293,2000,Comprehensive,2640.36,500,6,1,653,43691,0,0
4272,56,Female,Single,PhD,Student,Rural,34,2,0,2005,19,BMW,Sedan,Petrol,17255,2000,Comprehensive,1202.42,500,3,1,312,147918,2,0
4273,34,Male,Widowed,PhD,Self-Employed,Suburban,12,0,1,2014,10,Audi,Hatchback,Hybrid,13819,1500,Basic,1181.95,1500,7,0,556,123213,2,0
4274,35,Male,Married,Master,Self-Employed,Suburban,16,0,0,2014,10,Toyota,Pickup,Electric,13738,1500,Basic,426.94,500,2,1,533,175590,0,1
4275,34,Male,Single,PhD,Self-Employed,Suburban,13,0,0,2018,6,Audi,Sedan,Electric,33827,1500,Basic,733.04,500,2,0,550,134180,0,0
4276,36,Male,Single,None,Student,Rural,17,0,2,2008,16,Ford,Pickup,Hybrid,28811,2000,Basic,1489.65,1000,2,1,431,151726,0,0
4277,33,Male,Divorced,Master,Student,Rural,14,4,2,2006,18,Mercedes,Sedan,Petrol,33808,2500,Basic,2078.46,2000,5,0,314,182064,1,1
4278,34,Female,Divorced,PhD,Student,Suburban,16,2,1,2006,18,Honda,SUV,Petrol,12384,1200,Basic,1612.5,250,12,0,474,88999,1,0
4279,62,Male,Married,Bachelor,Retired,Suburban,43,2,1,2014,10,Nissan,Hatchback,Petrol,23342,1500,Comprehensive,1477.86,2000,14,0,622,16320,0,0
4280,61,Female,Single,High School,Retired,Suburban,39,1,0,2011,13,Hyundai,SUV,Hybrid,33455,3000,Comprehensive,2453.27,1500,11,1,741,172597,1,0
4281,20,Male,Widowed,PhD,Retired,Rural,0,0,0,2019,5,Ford,Hatchback,Diesel,15340,1200,Comprehensive,2619.49,1500,8,0,407,21857,0,0
4282,39,Female,Divorced,None,Student,Rural,17,1,1,2013,11,Volkswagen,Pickup,Diesel,23208,2500,Comprehensive,2241.38,1000,3,0,408,166884,1,1
4283,41,Male,Widowed,High School,Unemployed,Urban,20,0,0,2006,18,Toyota,SUV,Electric,17998,1200,Comprehensive,1289.93,1500,7,0,668,33952,0,0
4284,55,Female,Widowed,Bachelor,Retired,Rural,33,1,3,2019,5,Chevrolet,Minivan,Hybrid,8897,3000,Standard,2112.05,2000,6,0,374,89158,2,0
4285,74,Male,Single,Bachelor,Self-Employed,Suburban,53,0,0,2016,8,Honda,Pickup,Petrol,12672,2500,Standard,1047.1,2000,15,0,549,126344,0,0
4286,49,Female,Single,Bachelor,Retired,Suburban,31,1,0,2015,9,Hyundai,Coupe,Electric,27999,1500,Comprehensive,801.63,500,2,0,415,85388,3,0
4287,42,Male,Married,Master,Employed,Rural,20,0,2,2011,13,BMW,Coupe,Petrol,21442,3500,Comprehensive,2672.15,2000,7,0,741,32859,2,0
4288,35,Female,Divorced,None,Student,Suburban,16,1,5,2005,19,Ford,Minivan,Petrol,21556,2500,Comprehensive,587.54,250,12,1,585,120649,1,1
4289,22,Male,Widowed,Master,Retired,Rural,3,3,3,2008,16,Mercedes,Minivan,Petrol,19669,1500,Comprehensive,586.15,1000,8,1,708,84430,1,0
4290,73,Female,Widowed,High School,Employed,Suburban,52,0,0,2010,14,Chevrolet,Coupe,Electric,26036,3500,Basic,987.76,2000,11,1,373,40767,0,1
4291,61,Male,Divorced,PhD,Retired,Urban,38,0,0,2024,0,Ford,Hatchback,Petrol,5082,1200,Basic,433.24,2000,9,1,666,95772,3,0
4292,25,Female,Married,PhD,Student,Rural,6,0,0,2023,1,BMW,Hatchback,Petrol,13298,1800,Basic,495.9,1000,6,1,361,52985,2,0
4293,72,Male,Divorced,High School,Student,Urban,54,1,1,2011,13,Honda,Pickup,Hybrid,13306,1800,Standard,561,1000,4,1,722,180000,2,1
4294,54,Female,Widowed,None,Employed,Rural,36,0,0,2012,12,BMW,Sedan,Diesel,14504,2000,Basic,780.99,1500,6,0,360,161610,2,1
4295,31,Male,Single,Master,Retired,Urban,11,3,2,2010,14,Volkswagen,Coupe,Electric,24357,1500,Comprehensive,1619.97,500,10,1,600,132957,1,0
4296,18,Female,Single,Master,Unemployed,Suburban,0,0,0,2023,1,Toyota,SUV,Electric,21280,2000,Comprehensive,460.03,500,11,0,573,158430,2,1
4297,74,Male,Divorced,Bachelor,Unemployed,Suburban,55,2,0,2007,17,Honda,Minivan,Electric,6139,1200,Basic,2455.51,1500,11,0,420,180455,0,0
4298,28,Female,Widowed,PhD,Student,Suburban,7,4,1,2008,16,Chevrolet,Sedan,Petrol,14478,2000,Standard,2221.97,250,1,1,434,147395,1,1
4299,29,Male,Single,PhD,Student,Urban,6,2,0,2019,5,Nissan,Coupe,Diesel,14998,2500,Comprehensive,572.2,1000,13,1,585,49676,1,0
4300,57,Female,Divorced,Master,Unemployed,Urban,37,0,0,2007,17,BMW,Sedan,Electric,28542,1800,Comprehensive,1487.65,250,15,1,641,44285,0,1
4301,64,Male,Married,PhD,Employed,Rural,42,2,0,2019,5,Volkswagen,Pickup,Electric,34736,1200,Standard,1659.02,500,1,1,602,95787,0,0
4302,63,Male,Widowed,PhD,Retired,Suburban,40,2,1,2010,14,Mercedes,Minivan,Hybrid,18114,1500,Comprehensive,1053.52,1000,1,0,769,34823,2,0
4303,33,Male,Divorced,PhD,Self-Employed,Urban,13,0,1,2021,3,Nissan,Minivan,Petrol,20656,2000,Comprehensive,2127.07,1500,4,0,611,52562,2,0
4304,22,Female,Widowed,Bachelor,Employed,Urban,2,0,0,2021,3,Honda,Hatchback,Hybrid,26174,1200,Standard,2788.61,500,11,0,385,99181,2,0
4305,29,Female,Divorced,Master,Student,Urban,7,1,1,2010,14,Volkswagen,Sedan,Hybrid,8545,1800,Comprehensive,356.56,2000,13,1,651,50483,2,0
4306,22,Male,Married,None,Employed,Rural,0,1,2,2008,16,BMW,Pickup,Diesel,23081,1800,Comprehensive,2876.96,2000,4,1,544,99206,4,1
4307,60,Male,Widowed,PhD,Unemployed,Urban,41,0,2,2023,1,Mercedes,Coupe,Diesel,9713,1500,Standard,1590.39,1000,6,1,847,140589,2,0
4308,37,Female,Divorced,PhD,Student,Suburban,14,0,0,2012,12,Mercedes,Sedan,Electric,22417,1200,Comprehensive,1953.03,250,10,1,350,94085,2,0
4309,31,Male,Married,PhD,Self-Employed,Rural,11,1,0,2007,17,Mercedes,Minivan,Electric,29393,1500,Basic,2018,1000,11,0,412,27426,2,0
4310,43,Female,Divorced,PhD,Unemployed,Rural,20,1,3,2019,5,BMW,Pickup,Petrol,27751,2000,Comprehensive,2147.64,500,5,1,654,195088,3,1
4311,54,Male,Widowed,Master,Retired,Rural,36,0,1,2017,7,Nissan,Hatchback,Petrol,34001,2000,Basic,1242.32,1500,3,0,835,167079,1,0
4312,59,Male,Widowed,High School,Student,Suburban,39,1,1,2012,12,Audi,Coupe,Diesel,7334,1500,Basic,2782.07,2000,10,1,832,150624,2,0
4313,35,Male,Widowed,None,Employed,Rural,17,0,0,2005,19,Chevrolet,Hatchback,Diesel,34519,1800,Basic,2890.27,1000,3,0,783,120056,2,1
4314,28,Female,Divorced,Master,Self-Employed,Urban,9,4,0,2021,3,Hyundai,Hatchback,Hybrid,13363,2000,Comprehensive,647.57,1500,13,0,797,135079,2,1
