Claim_ID,Age,Gender,Policy_Type,Vehicle_Type,Accident_Type,Annual_Premium,Claim_Amount,Police_Report,Witness_Present,Past_Claims,Days_To_Claim,Incident_Location,Claim_Status
59931,29,Male,Basic,Hatchback,Minor,45571,142479,Yes,No,1,1,Rural,1
59932,44,Female,Premium,Hatchback,Minor,52464,231198,Yes,No,2,27,Urban,1
59933,50,Male,Gold,Truck,Total Loss,46519,447329,Yes,Yes,4,8,Rural,1
59934,64,Female,Basic,Hatchback,Total Loss,43975,423205,Yes,No,2,3,Urban,0
59935,60,Male,Gold,Hatchback,Major,18523,451062,No,Yes,5,26,Urban,1
59936,39,Male,Premium,Hatchback,Total Loss,59531,272475,No,No,2,28,Urban,1
59937,26,Male,Gold,Hatchback,Major,89501,185279,No,No,2,3,Rural,0
59938,48,Male,Basic,Truck,Minor,67990,67214,Yes,Yes,2,4,Urban,1
59939,72,Male,Gold,Truck,Major,84015,432945,Yes,Yes,4,44,Urban,1
59940,41,Male,Gold,Hatchback,Minor,85774,64049,No,Yes,1,19,Urban,1
59941,30,Male,Premium,SUV,Minor,52464,32683,Yes,Yes,2,44,Urban,1
59942,26,Male,Gold,Truck,Total Loss,31690,578829,Yes,Yes,1,10,Urban,0
59943,43,Male,Basic,Sedan,Major,81629,307567,No,Yes,5,57,Urban,0
59944,42,Female,Premium,Truck,Minor,88088,401420,No,Yes,0,30,Rural,1
59945,29,Male,Premium,Sedan,Total Loss,41399,203387,No,No,3,34,Urban,0
59946,66,Female,Basic,Truck,Major,43170,307567,Yes,Yes,1,59,Rural,0
59947,36,Male,Basic,Sedan,Major,65111,339107,Yes,No,4,32,Rural,0
59948,18,Female,Gold,SUV,Major,88490,391286,No,Yes,4,33,Rural,1
59949,23,Female,Premium,Hatchback,Total Loss,52985,439986,Yes,Yes,3,32,Urban,0
59950,25,Female,Basic,Hatchback,Total Loss,83459,228803,Yes,Yes,2,37,Urban,0
59951,71,Female,Basic,Hatchback,Minor,76544,270321,Yes,Yes,1,40,Urban,0
59952,57,Male,Premium,Sedan,Total Loss,82557,5071,No,Yes,1,34,Urban,0
59953,18,Female,Premium,Hatchback,Minor,19177,110210,Yes,No,3,40,Urban,1
59954,65,Male,Premium,Truck,Minor,24657,436975,Yes,No,3,6,Rural,0
59955,63,Female,Basic,Hatchback,Minor,37390,205591,No,No,1,2,Rural,0
59956,32,Female,Gold,SUV,Total Loss,61318,149290,No,Yes,1,26,Rural,1
59957,42,Female,Basic,SUV,Total Loss,41376,419710,Yes,No,3,38,Rural,1
59958,68,Female,Basic,Hatchback,Minor,46811,162158,Yes,Yes,4,14,Rural,1
59959,36,Female,Basic,Hatchback,Minor,44717,506852,Yes,No,3,47,Rural,1
59960,29,Male,Premium,Hatchback,Total Loss,49575,250558,No,Yes,4,58,Urban,0
59961,69,Female,Gold,Hatchback,Minor,62950,165885,No,No,4,51,Urban,0
59962,36,Male,Basic,Hatchback,Minor,87743,48775,Yes,No,3,4,Urban,1
59963,49,Female,Gold,Truck,Minor,83809,298629,No,Yes,2,13,Rural,1
59964,41,Male,Basic,Sedan,Major,82787,118015,No,No,3,59,Urban,0
59965,19,Female,Premium,Hatchback,Major,80440,484646,No,No,1,41,Urban,1
59966,57,Female,Gold,Sedan,Total Loss,45992,590024,No,No,1,17,Rural,0
59967,29,Female,Premium,Sedan,Total Loss,67175,307567,No,Yes,1,28,Rural,0
59968,20,Female,Gold,Sedan,Major,73697,59016,Yes,Yes,3,21,Urban,1
59969,48,Male,Gold,Sedan,Minor,80626,344890,No,No,0,4,Urban,1
59970,42,Male,Gold,Truck,Minor,73456,50817,Yes,Yes,2,25,Rural,1
59971,62,Male,Basic,Hatchback,Minor,44232,421693,No,Yes,4,8,Rural,0
59972,63,Male,Gold,Truck,Major,70387,364763,Yes,Yes,1,15,Rural,0
59973,64,Male,Basic,Hatchback,Minor,27876,307567,Yes,Yes,0,14,Rural,1
59974,60,Female,Basic,SUV,Major,89227,307567,Yes,Yes,2,54,Urban,0
59975,68,Female,Premium,SUV,Major,31975,307567,Yes,No,3,9,Rural,0
59976,21,Female,Basic,Truck,Major,75044,56569,Yes,No,5,42,Rural,0
59977,33,Male,Basic,SUV,Major,43899,98397,Yes,Yes,5,40,Urban,0
59978,44,Male,Basic,Sedan,Major,65199,476113,Yes,Yes,1,23,Rural,1
59979,33,Female,Premium,Hatchback,Total Loss,72824,568187,No,Yes,0,39,Urban,1
59980,21,Female,Premium,Truck,Minor,78086,117839,No,No,2,33,Rural,0
59981,49,Male,Basic,SUV,Major,19174,394712,No,No,3,53,Urban,1
59982,34,Female,Premium,Sedan,Minor,27232,2242620,Yes,Yes,1,3,Rural,1
59983,19,Male,Gold,SUV,Minor,81746,329029,No,No,2,36,Urban,0
59984,69,Female,Premium,SUV,Total Loss,80546,96200,No,No,2,1,Urban,0
59985,32,Female,Premium,Hatchback,Major,31281,527534,Yes,No,0,18,Rural,0
59986,41,Female,Basic,SUV,Minor,70008,569614,No,No,4,39,Rural,0
59987,65,Female,Gold,SUV,Minor,87585,491438,No,Yes,3,20,Rural,0
59988,62,Male,Premium,Hatchback,Minor,45581,551287,No,Yes,2,41,Rural,0
59989,65,Male,Premium,Truck,Total Loss,21058,505807,Yes,Yes,1,27,Rural,0
59990,35,Male,Premium,SUV,Minor,52903,234789,No,Yes,3,6,Rural,0
59991,45,Male,Premium,Hatchback,Minor,65865,142173,Yes,No,2,35,Urban,1
59992,35,Male,Premium,SUV,Minor,52903,234789,No,Yes,3,6,Rural,0
59993,61,Male,Basic,Hatchback,Total Loss,77963,307567,Yes,No,3,21,Urban,0
59994,66,Female,Premium,SUV,Major,29171,178734,Yes,Yes,3,23,Rural,1
59995,27,Male,Premium,Hatchback,Minor,31734,101485,Yes,Yes,0,47,Rural,1
59996,32,Male,Basic,SUV,Major,24564,324224,No,No,2,5,Rural,1
59997,39,Male,Basic,SUV,Major,44196,439569,No,Yes,5,46,Rural,0
59998,18,Male,Basic,Truck,Minor,71263,204204,No,No,0,41,Urban,0
59999,61,Female,Basic,Truck,Major,24251,212572,No,No,3,45,Urban,0
60000,27,Male,Basic,Truck,Major,87207,88053,No,Yes,5,36,Rural,0
60001,30,Male,Premium,Hatchback,Minor,26395,31451,Yes,No,4,48,Urban,1
60002,23,Female,Premium,Sedan,Total Loss,19638,484268,Yes,Yes,2,23,Rural,0
60003,50,Male,Premium,Hatchback,Major,32125,124211,No,Yes,1,37,Urban,0
60004,47,Male,Premium,Hatchback,Major,61857,5372,Yes,No,2,49,Rural,0
60005,28,Female,Basic,SUV,Major,82665,136630,No,No,3,32,Urban,1
60006,61,Male,Basic,Sedan,Minor,26722,33026,Yes,No,4,36,Rural,1
60007,26,Male,Premium,SUV,Total Loss,52464,482303,No,No,5,28,Urban,1
60008,38,Male,Premium,Truck,Total Loss,33014,34992,Yes,Yes,3,13,Rural,0
60009,27,Female,Basic,Truck,Major,58464,119113,Yes,No,5,32,Urban,0
60010,53,Male,Gold,SUV,Minor,80837,415104,Yes,Yes,0,25,Rural,0
60011,72,Female,Premium,Truck,Total Loss,36259,403383,Yes,No,5,40,Urban,1
60012,51,Female,Gold,Hatchback,Major,69463,506811,No,No,2,19,Urban,0
60013,66,Female,Gold,Truck,Minor,52464,265520,Yes,Yes,5,29,Urban,0
60014,46,Male,Premium,Truck,Total Loss,63554,476489,Yes,Yes,5,3,Rural,0
60015,57,Female,Premium,Hatchback,Major,46619,347368,No,No,3,15,Rural,1
60016,20,Male,Gold,Sedan,Major,35646,307567,No,Yes,1,20,Rural,0
60017,71,Female,Premium,Sedan,Minor,54802,560521,No,Yes,1,26,Urban,0
60018,66,Female,Gold,Truck,Total Loss,52464,252084,No,No,2,36,Urban,0
60019,38,Female,Premium,SUV,Minor,53261,174881,Yes,Yes,4,24,Rural,1
60020,43,Male,Gold,SUV,Total Loss,52470,462537,No,No,1,38,Rural,1
60021,25,Male,Gold,Truck,Minor,88677,274604,Yes,No,3,55,Urban,0
60022,39,Male,Gold,Truck,Major,30205,500731,No,Yes,3,30,Rural,0
60023,44,Male,Premium,SUV,Major,27010,307567,No,No,4,13,Urban,1
60024,26,Male,Premium,Hatchback,Total Loss,29387,560054,Yes,Yes,2,13,Urban,0
60025,44,Female,Premium,SUV,Major,45398,312742,Yes,No,0,5,Rural,0
60026,43,Male,Gold,Truck,Minor,37669,134017,Yes,Yes,0,57,Urban,1
60027,37,Male,Gold,Sedan,Total Loss,77448,305951,No,Yes,4,28,Rural,0
60028,41,Male,Gold,Hatchback,Major,21176,367833,Yes,Yes,2,11,Rural,1
60029,46,Female,Basic,SUV,Major,16111,172820,No,No,2,34,Rural,0
60030,58,Male,Basic,Sedan,Minor,83245,581454,Yes,No,4,53,Urban,1
60031,54,Female,Gold,Hatchback,Total Loss,33030,307567,Yes,Yes,2,12,Rural,0
60032,51,Male,Premium,Hatchback,Major,19117,377404,Yes,No,2,44,Urban,0
60033,63,Female,Gold,Hatchback,Major,72028,260354,Yes,No,1,20,Urban,0
60034,26,Female,Premium,Hatchback,Minor,42780,518903,Yes,No,5,46,Urban,1
60035,32,Male,Basic,Sedan,Total Loss,16471,188714,Yes,Yes,5,40,Urban,0
60036,55,Male,Premium,Hatchback,Minor,88937,314373,No,Yes,5,30,Rural,1
60037,74,Female,Basic,SUV,Total Loss,80422,160738,No,No,4,28,Rural,0
60038,30,Female,Premium,Hatchback,Total Loss,59809,259367,Yes,Yes,3,38,Urban,0
60039,36,Female,Premium,Truck,Major,63866,135171,Yes,No,5,10,Rural,0
60040,67,Female,Basic,Hatchback,Total Loss,38241,248572,No,Yes,4,36,Urban,1
60041,30,Female,Premium,Sedan,Total Loss,65348,21486,No,No,1,49,Rural,0
60042,66,Female,Gold,Truck,Minor,52464,265520,Yes,Yes,5,29,Urban,0
60043,74,Male,Gold,SUV,Minor,54563,208054,Yes,No,2,38,Urban,1
60044,49,Male,Basic,Truck,Total Loss,45247,329310,No,Yes,0,5,Urban,1
60045,66,Male,Gold,Hatchback,Major,15230,268703,No,No,2,36,Rural,0
60046,73,Female,Gold,SUV,Major,82833,513780,No,Yes,4,46,Rural,0
60047,27,Male,Premium,SUV,Total Loss,64364,524941,No,Yes,1,38,Urban,0
60048,22,Male,Basic,SUV,Minor,72294,62872,Yes,Yes,4,21,Rural,1
60049,52,Male,Premium,SUV,Total Loss,52264,393193,Yes,No,2,14,Urban,0
60050,65,Female,Gold,SUV,Minor,59787,354316,Yes,Yes,4,47,Rural,1
60051,70,Male,Gold,Sedan,Major,62859,353566,No,Yes,2,46,Urban,0
60052,50,Female,Premium,Sedan,Major,36930,9379,No,No,5,25,Rural,0
60053,39,Male,Basic,Hatchback,Total Loss,64094,323889,Yes,No,3,52,Urban,1
60054,39,Male,Gold,Truck,Major,41162,586431,No,Yes,3,18,Rural,0
60055,65,Female,Gold,SUV,Minor,87585,491438,No,Yes,3,20,Rural,0
60056,20,Male,Basic,Sedan,Major,83395,139480,Yes,Yes,1,58,Rural,0
60057,26,Male,Gold,SUV,Minor,47588,507385,No,Yes,3,5,Urban,1
60058,59,Female,Premium,Truck,Minor,26390,589302,No,Yes,4,53,Urban,1
60059,42,Male,Gold,Sedan,Total Loss,76987,362976,Yes,No,4,48,Rural,1
60060,59,Male,Gold,Hatchback,Minor,21087,492887,No,No,3,15,Rural,1
60061,19,Male,Gold,Hatchback,Major,88920,307567,Yes,Yes,0,35,Rural,1
60062,38,Female,Premium,SUV,Total Loss,44733,536065,Yes,No,2,37,Urban,0
60063,26,Female,Premium,Truck,Major,57779,197102,Yes,No,0,57,Urban,0
60064,53,Female,Basic,Hatchback,Total Loss,55610,271324,Yes,Yes,3,33,Urban,1
60065,27,Male,Gold,SUV,Minor,54278,340078,Yes,Yes,4,21,Urban,0
60066,19,Male,Gold,Truck,Minor,53910,13632,No,No,1,34,Urban,0
60067,38,Male,Gold,Sedan,Minor,24701,50160,Yes,Yes,3,6,Urban,1
60068,74,Male,Gold,SUV,Minor,54563,208054,Yes,No,2,38,Urban,1
60069,68,Female,Premium,SUV,Major,31975,307567,Yes,No,3,9,Rural,0
60070,19,Female,Basic,Sedan,Major,52464,210828,No,No,4,57,Urban,0
60071,51,Male,Premium,Truck,Major,62462,523139,No,No,0,31,Rural,0
60072,57,Male,Gold,SUV,Total Loss,47779,203311,No,Yes,2,15,Urban,1
60073,48,Male,Basic,Truck,Minor,67990,67214,Yes,Yes,2,4,Urban,1
60074,45,Male,Gold,SUV,Minor,88925,286622,Yes,Yes,0,54,Rural,0
60075,43,Female,Gold,Hatchback,Total Loss,77722,58074,Yes,No,0,41,Rural,0
60076,57,Male,Gold,SUV,Major,23862,78080,Yes,No,1,31,Urban,1
60077,20,Female,Premium,SUV,Minor,62769,540679,Yes,Yes,1,31,Rural,0
60078,59,Male,Gold,Sedan,Total Loss,69376,398218,Yes,Yes,2,23,Rural,0
60079,65,Male,Basic,Sedan,Major,73820,351722,No,Yes,3,21,Urban,0
60080,25,Male,Premium,Hatchback,Major,52464,68615,No,Yes,3,59,Urban,1
60081,20,Male,Basic,SUV,Minor,61075,387902,No,No,4,29,Rural,0
60082,52,Male,Basic,SUV,Total Loss,40956,425330,Yes,Yes,3,36,Urban,0
60083,40,Male,Basic,Sedan,Major,15723,491028,No,Yes,0,40,Rural,1
60084,57,Female,Basic,Sedan,Major,59233,157355,Yes,Yes,0,16,Rural,1
60085,45,Female,Gold,Sedan,Total Loss,36949,509107,No,Yes,2,19,Urban,0
60086,25,Male,Basic,Hatchback,Total Loss,52464,482051,Yes,Yes,0,34,Urban,1
60087,42,Male,Premium,Hatchback,Minor,78246,49906,Yes,No,1,25,Urban,1
60088,38,Male,Premium,SUV,Major,29905,316732,Yes,No,5,15,Rural,0
60089,71,Female,Premium,Hatchback,Total Loss,77278,45094,No,No,1,2,Urban,0
60090,35,Male,Premium,Sedan,Major,56184,477452,Yes,No,4,59,Urban,1
60091,35,Male,Premium,Truck,Minor,84891,89613,Yes,Yes,3,17,Urban,1
60092,49,Male,Premium,Truck,Major,19089,164675,No,No,1,52,Urban,0
60093,44,Male,Gold,Truck,Minor,56516,317961,No,Yes,3,24,Urban,1
60094,18,Female,Basic,SUV,Minor,75823,3033762,No,No,3,5,Rural,0
60095,48,Female,Premium,Sedan,Total Loss,26422,92843,No,No,4,18,Urban,0
60096,36,Male,Gold,Sedan,Total Loss,37246,83709,No,No,5,56,Urban,0
60097,74,Male,Gold,Truck,Total Loss,18410,99529,Yes,No,5,44,Rural,0
60098,21,Female,Premium,Sedan,Total Loss,35987,568208,Yes,No,5,54,Urban,1
60099,58,Male,Gold,SUV,Minor,48310,483427,Yes,Yes,1,48,Urban,0
60100,59,Female,Basic,Hatchback,Total Loss,61690,190185,Yes,Yes,0,2,Rural,1
60101,49,Male,Basic,SUV,Major,19174,394712,No,No,3,53,Urban,1
60102,61,Female,Gold,Truck,Total Loss,57891,446863,Yes,Yes,5,44,Rural,0
60103,29,Male,Gold,Truck,Major,45466,525992,Yes,Yes,5,14,Rural,0
60104,56,Female,Gold,Sedan,Major,66837,518876,No,Yes,2,15,Rural,1
60105,45,Female,Basic,SUV,Total Loss,79535,307567,Yes,No,3,47,Rural,0
60106,65,Male,Basic,Sedan,Major,59134,113567,Yes,No,2,53,Rural,0
60107,31,Female,Premium,SUV,Total Loss,88866,227686,Yes,Yes,0,19,Urban,0
60108,73,Male,Gold,Truck,Major,76362,70674,No,No,3,59,Rural,0
60109,51,Male,Premium,Sedan,Total Loss,52464,346835,Yes,No,1,17,Urban,0
60110,24,Female,Basic,Hatchback,Major,65608,285038,Yes,Yes,4,3,Urban,1
60111,31,Male,Premium,Truck,Total Loss,57280,466132,No,No,4,55,Rural,0
60112,43,Female,Gold,Hatchback,Minor,66317,178156,Yes,No,2,41,Rural,1
60113,37,Female,Basic,Hatchback,Major,20259,203689,Yes,Yes,0,32,Urban,0
60114,37,Male,Basic,Sedan,Total Loss,19302,261788,No,Yes,5,31,Urban,0
60115,64,Male,Basic,Sedan,Minor,79357,331296,No,No,1,37,Urban,0
60116,48,Female,Gold,Sedan,Minor,85504,206602,Yes,Yes,0,32,Rural,0
60117,33,Female,Gold,SUV,Minor,32255,180749,No,Yes,5,34,Rural,0
60118,32,Female,Gold,SUV,Major,50644,122993,No,Yes,3,11,Rural,1
60119,35,Male,Gold,SUV,Total Loss,89208,533725,Yes,Yes,0,7,Urban,1
60120,68,Male,Premium,Truck,Minor,74046,285818,Yes,Yes,2,16,Urban,1
60121,33,Male,Gold,Sedan,Minor,52464,67263,No,No,3,51,Urban,1
60122,64,Female,Premium,SUV,Total Loss,75325,266946,Yes,No,2,2,Rural,1
60123,68,Male,Basic,Sedan,Major,89043,2559030,No,No,1,32,Rural,0
60124,73,Female,Basic,Truck,Minor,70368,364576,No,No,3,5,Urban,1
60125,43,Female,Gold,Hatchback,Minor,66317,178156,Yes,No,2,41,Rural,1
60126,40,Female,Gold,SUV,Total Loss,39810,73998,No,No,1,6,Urban,0
60127,32,Female,Gold,Hatchback,Minor,24603,397481,Yes,Yes,0,15,Urban,0
60128,34,Male,Premium,Sedan,Minor,62442,168525,Yes,Yes,1,31,Urban,1
60129,34,Male,Gold,Sedan,Total Loss,27264,368704,No,No,1,15,Urban,1
60130,43,Male,Premium,SUV,Minor,53130,283809,Yes,Yes,4,10,Rural,0
60131,47,Female,Premium,Hatchback,Minor,66178,13299,No,Yes,0,32,Rural,0
60132,61,Female,Basic,Hatchback,Total Loss,85388,134244,No,Yes,5,48,Urban,0
60133,69,Female,Basic,SUV,Minor,76291,585834,No,No,5,6,Rural,0
60134,52,Male,Gold,Hatchback,Total Loss,52464,504425,No,Yes,3,34,Urban,1
60135,29,Male,Gold,Truck,Major,45466,525992,Yes,Yes,5,14,Rural,0
60136,52,Male,Gold,SUV,Minor,33444,108949,Yes,No,5,20,Rural,1
60137,27,Female,Basic,Truck,Major,58464,119113,Yes,No,5,32,Urban,0
60138,20,Male,Gold,SUV,Major,73852,476977,No,No,0,24,Rural,0
60139,74,Female,Premium,Hatchback,Major,69929,466501,No,No,5,5,Rural,0
60140,69,Male,Basic,Hatchback,Total Loss,63469,168993,Yes,No,4,41,Rural,0
60141,25,Male,Basic,SUV,Minor,67672,239497,No,No,5,55,Urban,1
60142,72,Female,Premium,Sedan,Major,37694,259410,No,Yes,3,17,Urban,0
60143,19,Male,Gold,Hatchback,Major,25362,231772,Yes,Yes,4,1,Urban,0
60144,67,Male,Basic,Truck,Major,52936,261574,Yes,Yes,0,50,Urban,1
60145,36,Female,Gold,Truck,Major,39966,312893,No,Yes,4,16,Urban,0
60146,67,Male,Premium,Truck,Total Loss,34118,499195,Yes,No,5,56,Urban,0
60147,39,Female,Premium,Sedan,Major,72593,313995,No,Yes,4,21,Urban,1
60148,52,Male,Basic,Hatchback,Total Loss,77244,352419,No,Yes,0,34,Rural,1
60149,33,Male,Basic,Sedan,Minor,66238,287531,No,No,4,18,Rural,1
60150,23,Male,Gold,Truck,Minor,64374,247228,Yes,No,5,15,Urban,1
60151,62,Female,Premium,Sedan,Minor,83322,554767,Yes,No,5,3,Rural,0
60152,21,Female,Premium,Truck,Minor,52464,77519,Yes,Yes,0,18,Urban,1
60153,29,Male,Basic,Hatchback,Minor,73720,355288,No,Yes,2,43,Urban,0
60154,46,Female,Premium,Hatchback,Minor,31982,512927,No,Yes,2,44,Rural,1
60155,73,Male,Gold,SUV,Minor,33854,573036,Yes,No,0,9,Urban,1
60156,39,Male,Premium,Hatchback,Major,42258,69902,Yes,Yes,3,51,Urban,0
60157,41,Female,Premium,Hatchback,Total Loss,64007,388119,Yes,No,0,22,Rural,0
60158,65,Male,Basic,Sedan,Minor,32191,265987,Yes,Yes,5,55,Urban,1
60159,66,Female,Basic,Hatchback,Minor,45937,430509,No,Yes,1,1,Urban,0
60160,53,Male,Basic,Hatchback,Major,64104,425603,No,Yes,2,4,Urban,0
60161,32,Female,Gold,SUV,Minor,43250,210611,Yes,No,5,5,Rural,0
60162,32,Female,Gold,Truck,Minor,52464,230074,No,No,2,36,Urban,0
60163,43,Female,Premium,SUV,Total Loss,52930,206309,No,No,0,42,Rural,0
60164,43,Male,Basic,Hatchback,Total Loss,47524,422958,Yes,Yes,5,18,Urban,0
60165,20,Female,Basic,Truck,Major,82881,224306,Yes,Yes,2,38,Rural,0
60166,63,Male,Basic,Hatchback,Total Loss,75108,368102,No,Yes,4,42,Urban,0
60167,28,Female,Premium,SUV,Major,23541,117409,No,Yes,2,45,Urban,0
60168,32,Male,Premium,SUV,Total Loss,26635,543285,No,Yes,0,29,Urban,0
60169,28,Male,Gold,Hatchback,Total Loss,47441,92272,Yes,Yes,0,47,Urban,0
60170,34,Female,Gold,SUV,Minor,63943,17167,Yes,Yes,2,30,Urban,1
60171,23,Female,Gold,Sedan,Total Loss,67975,580314,Yes,Yes,3,14,Urban,0
60172,45,Female,Basic,Hatchback,Minor,20378,529545,No,No,4,41,Rural,1
60173,26,Female,Gold,SUV,Minor,63343,433508,Yes,No,2,20,Urban,0
60174,43,Female,Premium,SUV,Total Loss,52930,206309,No,No,0,42,Rural,0
60175,31,Female,Basic,Sedan,Total Loss,39487,43382,Yes,Yes,5,36,Rural,0
60176,71,Female,Premium,SUV,Major,69488,188731,No,Yes,0,31,Rural,0
60177,57,Male,Gold,SUV,Major,23862,78080,Yes,No,1,31,Urban,1
60178,56,Male,Premium,Hatchback,Total Loss,34371,97384,No,No,1,37,Rural,0
60179,57,Male,Premium,SUV,Major,38778,584121,No,No,0,12,Rural,1
60180,32,Female,Gold,Truck,Total Loss,17023,302400,No,Yes,2,59,Urban,0
60181,56,Male,Gold,SUV,Minor,73523,222317,Yes,Yes,4,56,Rural,1
60182,48,Male,Basic,Truck,Major,71574,382914,No,Yes,1,20,Urban,0
60183,57,Male,Basic,Sedan,Minor,69320,493664,No,No,1,20,Rural,1
60184,62,Female,Basic,SUV,Major,81514,196002,Yes,No,1,45,Rural,0
60185,37,Male,Premium,Truck,Minor,41954,286555,Yes,No,1,5,Rural,0
60186,49,Female,Premium,SUV,Total Loss,63203,44080,No,No,3,2,Urban,1
60187,21,Male,Gold,Truck,Major,32107,551302,Yes,Yes,5,13,Urban,0
60188,64,Female,Premium,Hatchback,Minor,19848,202467,No,Yes,5,31,Rural,0
60189,60,Female,Gold,SUV,Minor,15408,454029,No,No,3,2,Rural,0
60190,72,Male,Basic,Hatchback,Total Loss,32767,558842,Yes,Yes,5,13,Rural,0
60191,38,Male,Basic,Truck,Minor,53380,307567,Yes,No,3,47,Urban,1
60192,37,Male,Premium,Hatchback,Total Loss,75632,544077,No,Yes,1,9,Rural,0
60193,65,Male,Premium,SUV,Major,47711,258126,No,No,2,55,Urban,0
60194,40,Male,Premium,Truck,Minor,89038,116606,Yes,Yes,1,57,Urban,1
60195,41,Male,Gold,Truck,Minor,54142,226094,Yes,Yes,5,35,Urban,0
60196,24,Female,Basic,Hatchback,Major,65608,285038,Yes,Yes,4,3,Urban,1
60197,25,Female,Premium,Sedan,Major,56920,341364,Yes,Yes,2,31,Urban,0
60198,53,Female,Basic,Hatchback,Total Loss,57478,510036,No,Yes,0,28,Rural,1
60199,59,Male,Basic,Hatchback,Total Loss,62821,272501,Yes,No,5,24,Rural,0
60200,20,Male,Basic,Truck,Major,56450,253185,Yes,No,0,54,Rural,0
60201,22,Male,Basic,Hatchback,Minor,86507,207871,No,Yes,2,2,Rural,0
60202,58,Female,Gold,Truck,Major,77419,326878,Yes,No,5,54,Urban,0
60203,43,Female,Gold,SUV,Major,84776,278707,Yes,Yes,4,6,Rural,0
60204,24,Male,Gold,Sedan,Minor,33628,522499,Yes,No,4,33,Rural,0
60205,61,Female,Premium,Sedan,Minor,58393,420641,No,No,5,44,Rural,0
60206,18,Male,Basic,Hatchback,Total Loss,47837,528322,No,Yes,2,4,Urban,0
60207,41,Male,Basic,SUV,Total Loss,68264,438296,No,Yes,1,37,Rural,0
60208,52,Female,Premium,SUV,Total Loss,42030,180291,No,Yes,0,43,Rural,0
60209,38,Female,Basic,Truck,Minor,61935,323677,Yes,Yes,2,2,Urban,0
60210,56,Female,Basic,Hatchback,Minor,75542,216310,Yes,Yes,4,15,Rural,0
60211,67,Male,Gold,Hatchback,Minor,54796,179371,No,Yes,4,10,Rural,1
60212,43,Male,Basic,Truck,Minor,26355,365556,Yes,No,0,27,Urban,0
60213,64,Male,Basic,Sedan,Minor,79357,331296,No,No,1,37,Urban,0
60214,54,Female,Premium,Sedan,Total Loss,85783,388626,No,No,2,52,Rural,1
60215,35,Female,Basic,Truck,Total Loss,75258,188889,Yes,No,5,24,Urban,0
60216,38,Female,Premium,Hatchback,Total Loss,65721,99840,No,Yes,4,57,Rural,0
60217,45,Male,Premium,Hatchback,Minor,65865,142173,Yes,No,2,35,Urban,1
60218,32,Female,Basic,SUV,Minor,62984,77820,Yes,No,1,19,Urban,1
60219,37,Female,Premium,Sedan,Total Loss,18718,525699,Yes,No,2,50,Rural,1
60220,35,Female,Basic,Truck,Major,20490,555464,No,No,4,3,Rural,1
60221,71,Male,Gold,Hatchback,Minor,17978,239539,Yes,No,3,36,Rural,1
60222,21,Female,Basic,Sedan,Minor,85545,490205,No,Yes,2,52,Urban,1
60223,34,Female,Basic,Hatchback,Minor,49311,50663,No,Yes,4,11,Rural,0
60224,57,Male,Basic,SUV,Major,71804,238970,No,No,3,8,Urban,0
60225,70,Male,Premium,SUV,Total Loss,52464,221421,No,Yes,3,4,Rural,0
60226,37,Male,Gold,Sedan,Total Loss,77448,305951,No,Yes,4,28,Rural,0
60227,42,Male,Basic,Hatchback,Total Loss,69569,26345,Yes,Yes,5,11,Rural,1
60228,33,Female,Basic,Sedan,Minor,29020,245037,No,No,5,32,Rural,1
60229,41,Female,Premium,Truck,Major,52464,23484,Yes,Yes,0,3,Urban,1
60230,52,Male,Premium,Truck,Minor,17496,531004,Yes,Yes,4,50,Urban,1
60231,53,Female,Basic,Hatchback,Major,56189,66581,No,Yes,1,57,Urban,1
60232,71,Female,Basic,SUV,Total Loss,49341,44709,No,Yes,3,15,Rural,1
60233,28,Male,Gold,SUV,Minor,54529,371563,No,Yes,5,49,Urban,0
60234,45,Male,Premium,SUV,Total Loss,78913,41779,No,Yes,2,52,Urban,0
60235,32,Male,Premium,Sedan,Minor,25473,340033,No,No,3,47,Rural,0
60236,74,Female,Gold,Truck,Major,37727,492030,No,Yes,5,25,Rural,1
60237,65,Male,Basic,Hatchback,Total Loss,39459,169097,No,Yes,5,58,Urban,0
60238,63,Male,Basic,Hatchback,Total Loss,75108,368102,No,Yes,4,42,Urban,0
60239,46,Female,Premium,SUV,Major,22249,307567,No,Yes,4,31,Urban,0
60240,44,Male,Premium,SUV,Major,27010,307567,No,No,4,13,Urban,1
60241,69,Female,Gold,Truck,Total Loss,69501,397084,No,Yes,5,57,Rural,0
60242,22,Male,Basic,Truck,Major,20108,449187,Yes,No,5,12,Urban,0
60243,33,Male,Basic,SUV,Total Loss,17631,544405,Yes,No,4,13,Urban,0
60244,26,Female,Basic,SUV,Major,16188,121877,No,No,1,48,Urban,0
60245,19,Male,Gold,Truck,Major,15707,175207,Yes,Yes,1,15,Urban,0
60246,71,Male,Basic,Sedan,Major,74219,565650,Yes,No,5,37,Rural,0
60247,33,Male,Basic,Truck,Major,52464,370756,No,Yes,3,37,Urban,0
60248,28,Female,Gold,Hatchback,Minor,26882,221415,No,No,2,1,Rural,0
60249,33,Male,Basic,Truck,Major,52464,370756,No,Yes,3,37,Urban,0
60250,42,Female,Gold,Hatchback,Total Loss,79935,459903,No,Yes,2,9,Urban,0
60251,61,Female,Basic,Truck,Total Loss,68305,307567,Yes,Yes,0,1,Rural,0
